driver_id,constructor_id,race_id,race_name,season,fp1_best_time,fp2_best_time,fp3_best_time,fp1_avg_time,fp2_avg_time,fp3_avg_time,rain_fp1,avg_airtemp_fp1,avg_tracktemp_fp1,high_windspeed_fp1,avg_windspeed_fp1,rain_fp2,avg_airtemp_fp2,avg_tracktemp_fp2,high_windspeed_fp2,avg_windspeed_fp2,rain_fp3,avg_airtemp_fp3,avg_tracktemp_fp3,high_windspeed_fp3,avg_windspeed_fp3,rain_quali,avg_airtemp_quali,avg_tracktemp_quali,high_windspeed_quali,avg_windspeed_quali,rain_race,avg_airtemp_race,avg_tracktemp_race,high_windspeed_race,avg_windspeed_race,qual_position,qual_time,sect1,sect2,sect3,speed1,speed2,speedfl,race_startposition,race_endposition,race_overtakes_made,fastest_lap,dnf,dotd
perez,red_bull,16,Italian Grand Prix,2022,0 days 00:01:23.661000,0 days 00:01:22.394000,0 days 00:01:21.848000,0 days 00:01:24.730800,0 days 00:01:22.932250,0 days 00:01:22.417600,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,4.0,0 days 00:01:21.206000,0 days 00:00:27.256000,0 days 00:00:27.179000,0 days 00:00:26.771000,314.0,332.0,306.0,13,6,12,1,0,0
norris,mclaren,16,Italian Grand Prix,2022,0 days 00:01:23.856000,0 days 00:01:22.338000,0 days 00:01:22.319000,0 days 00:01:25.457083333,0 days 00:01:23.372500,0 days 00:01:23.527250,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,7.0,0 days 00:01:21.584000,0 days 00:00:27.060000,0 days 00:00:27.583000,0 days 00:00:26.941000,315.0,334.0,310.0,3,7,5,0,0,0
gasly,alphatauri,16,Italian Grand Prix,2022,0 days 00:01:23.640000,0 days 00:01:23.135000,0 days 00:01:22.755000,0 days 00:01:24.725000,0 days 00:01:23.796600,0 days 00:01:23.377714285,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,9.0,0 days 00:01:22.648000,0 days 00:00:27.103000,0 days 00:00:27.684000,0 days 00:00:27.223000,317.0,332.0,307.0,5,8,6,0,0,0
zhou,alfa,16,Italian Grand Prix,2022,0 days 00:01:23.570000,0 days 00:01:22.938000,0 days 00:01:22.657000,0 days 00:01:24.965833333,0 days 00:01:23.866250,0 days 00:01:23.421750,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,14.0,0 days 00:01:22.577000,0 days 00:00:27.068000,0 days 00:00:27.652000,0 days 00:00:27.283000,321.0,335.0,309.0,9,10,6,0,0,0
ocon,alpine,16,Italian Grand Prix,2022,0 days 00:01:23.075000,0 days 00:01:22.728000,0 days 00:01:22.506000,0 days 00:01:24.872888888,0 days 00:01:23.969333333,0 days 00:01:23.349833333,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,11.0,0 days 00:01:22.130000,0 days 00:00:27.111000,0 days 00:00:27.619000,0 days 00:00:27.400000,318.0,333.0,306.0,14,11,10,0,0,0
bottas,alfa,16,Italian Grand Prix,2022,0 days 00:01:23.394000,0 days 00:01:22.993000,0 days 00:01:22.950000,0 days 00:01:24.763400,0 days 00:01:23.171000,0 days 00:01:23.852333333,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,12.0,0 days 00:01:22.235000,0 days 00:00:27.159000,0 days 00:00:27.765000,0 days 00:00:27.311000,321.0,329.0,306.0,15,13,13,0,0,0
tsunoda,alphatauri,16,Italian Grand Prix,2022,0 days 00:01:23.260000,0 days 00:01:23.217000,0 days 00:01:22.430000,0 days 00:01:24.478875,0 days 00:01:23.445000,0 days 00:01:23.917833333,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,15.0,0,0 days 00:00:27.156000,0 days 00:00:27.549000,0 days 00:00:27.315000,316.0,335.0,307.0,20,14,11,0,0,0
kevin_magnussen,haas,16,Italian Grand Prix,2022,0 days 00:01:24.006000,0 days 00:01:23.557000,0 days 00:01:23.203000,0 days 00:01:25.374200,0 days 00:01:24.118500,0 days 00:01:23.321500,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,19.0,0 days 00:01:22.908000,0 days 00:00:27.595000,0 days 00:00:27.917000,0 days 00:00:27.396000,314.0,328.0,304.0,16,16,8,0,0,0
ricciardo,mclaren,16,Italian Grand Prix,2022,0 days 00:01:23.511000,0 days 00:01:22.911000,0 days 00:01:22.871000,0 days 00:01:25.058666666,0 days 00:01:24.400750,0 days 00:01:23.468000,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,8.0,0 days 00:01:21.925000,0 days 00:00:27.136000,0 days 00:00:27.689000,0 days 00:00:27.030000,318.0,333.0,308.0,4,17,5,0,1,0
stroll,aston_martin,16,Italian Grand Prix,2022,0 days 00:01:23.688000,0 days 00:01:23.785000,0 days 00:01:23.739000,0 days 00:01:24.565600,0 days 00:01:24.547750,0 days 00:01:24.035800,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,18.0,0 days 00:01:22.748000,0 days 00:00:27.251000,0 days 00:00:27.959000,0 days 00:00:27.538000,318.0,330.0,309.0,12,18,6,0,1,0
alonso,alpine,16,Italian Grand Prix,2022,0 days 00:01:23.099000,0 days 00:01:22.752000,0 days 00:01:22.306000,0 days 00:01:25.125363636,0 days 00:01:23.271666666,0 days 00:01:23.333200,0,25.944444444444443,36.45555555555555,1.8,0.9999999999999998,0,27.47777777777777,37.46666666666667,2.0,1.0,0,25.91111111111111,40.68888888888889,1.7,1.122222222222222,0,27.6375,40.150000000000006,1.6,0.8500000000000001,0,27.666666666666664,43.24,2.2,1.3266666666666669,10.0,0,0 days 00:00:27.213000,0 days 00:00:27.506000,0 days 00:00:27.142000,318.0,334.0,305.0,6,19,2,0,1,0
perez,red_bull,17,Singapore Grand Prix,2022,0 days 00:01:43.839000,0 days 00:01:43.906000,0 days 00:01:59.526000,0 days 00:01:45.432750,0 days 00:01:44.276500,0 days 00:02:00.315000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,2.0,0 days 00:01:49.434000,0 days 00:00:28.940000,0 days 00:00:41.455000,0 days 00:00:39.039000,293.0,266.0,253.0,2,1,0,0,0,1
leclerc,ferrari,17,Singapore Grand Prix,2022,0 days 00:01:43.435000,0 days 00:01:42.795000,0 days 00:01:57.782000,0 days 00:01:45.707571428,0 days 00:01:43.106500,0 days 00:01:59.221333333,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,1.0,0 days 00:01:49.412000,0 days 00:00:29.391000,0 days 00:00:41.602000,0 days 00:00:38.419000,291.0,266.0,252.0,1,2,1,0,0,0
sainz,ferrari,17,Singapore Grand Prix,2022,0 days 00:01:44.138000,0 days 00:01:42.587000,0 days 00:01:58.848000,0 days 00:01:46.193125,0 days 00:01:43.571000,0 days 00:02:00.485333333,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,4.0,0 days 00:01:49.583000,0 days 00:00:28.961000,0 days 00:00:41.463000,0 days 00:00:39.159000,290.0,265.0,250.0,4,3,2,0,0,0
norris,mclaren,17,Singapore Grand Prix,2022,0 days 00:01:46.680000,0 days 00:01:44.013000,0 days 00:02:01.791000,0 days 00:01:47.143666666,0 days 00:01:45.892333333,0 days 00:02:02.633666666,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,6.0,0 days 00:01:50.584000,0 days 00:00:29.312000,0 days 00:00:42.141000,0 days 00:00:39.131000,289.0,265.0,251.0,6,4,2,0,0,0
ricciardo,mclaren,17,Singapore Grand Prix,2022,0 days 00:01:45.724000,0 days 00:01:45.447000,0 days 00:02:01.036000,0 days 00:01:46.679000,0 days 00:01:46.466000,0 days 00:02:01.566500,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,17.0,0 days 00:01:56.226000,0 days 00:00:30.592000,0 days 00:00:45.297000,0 days 00:00:40.337000,289.0,263.0,246.0,16,5,6,0,0,0
stroll,aston_martin,17,Singapore Grand Prix,2022,0 days 00:01:45.221000,0 days 00:01:43.982000,0 days 00:02:00.373000,0 days 00:01:46.893750,0 days 00:01:44.709000,0 days 00:02:01.356000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,12.0,0 days 00:01:54.211000,0 days 00:00:30.322000,0 days 00:00:44.268000,0 days 00:00:39.621000,290.0,264.0,243.0,11,6,4,0,0,0
max_verstappen,red_bull,17,Singapore Grand Prix,2022,0 days 00:01:43.117000,0 days 00:01:42.926000,0 days 00:01:58.308000,0 days 00:01:44.979200,0 days 00:01:43.785500,0 days 00:02:00.410600,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,8.0,0 days 00:01:51.395000,0 days 00:00:29.085000,0 days 00:00:42.253000,0 days 00:00:40.057000,0.0,265.0,252.0,8,7,12,0,0,0
hamilton,mercedes,17,Singapore Grand Prix,2022,0 days 00:01:43.033000,0 days 00:01:43.182000,0 days 00:02:01.220000,0 days 00:01:45.469000,0 days 00:01:44.631000,0 days 00:02:01.220000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,3.0,0 days 00:01:49.466000,0 days 00:00:29.169000,0 days 00:00:41.186000,0 days 00:00:39.111000,293.0,266.0,251.0,3,9,1,0,0,0
gasly,alphatauri,17,Singapore Grand Prix,2022,0 days 00:01:45.258000,0 days 00:01:44.469000,0 days 00:02:01.245000,0 days 00:01:46.780571428,0 days 00:01:45.450000,0 days 00:02:02.262750,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,7.0,0 days 00:01:51.211000,0 days 00:00:29.550000,0 days 00:00:42.310000,0 days 00:00:39.351000,0.0,263.0,251.0,7,10,3,0,0,0
bottas,alfa,17,Singapore Grand Prix,2022,0 days 00:01:45.725000,0 days 00:01:43.431000,0 days 00:02:02.066000,0 days 00:01:45.824500,0 days 00:01:45.007000,0 days 00:02:02.066000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,16.0,0 days 00:01:56.083000,0 days 00:00:30.640000,0 days 00:00:45.020000,0 days 00:00:40.423000,286.0,260.0,242.0,15,11,5,0,0,0
kevin_magnussen,haas,17,Singapore Grand Prix,2022,0 days 00:01:46.028000,0 days 00:01:44.422000,0 days 00:02:01.089000,0 days 00:01:46.028000,0 days 00:01:45.237666666,0 days 00:02:01.481333333,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,9.0,0 days 00:01:51.573000,0 days 00:00:29.559000,0 days 00:00:42.412000,0 days 00:00:39.602000,289.0,265.0,249.0,9,12,5,0,0,0
russell,mercedes,17,Singapore Grand Prix,2022,0 days 00:01:44.066000,0 days 00:01:42.911000,0 days 00:02:01.010000,0 days 00:01:46.634200,0 days 00:01:43.879000,0 days 00:02:01.708500,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,11.0,0 days 00:01:54.012000,0 days 00:00:30.118000,0 days 00:00:43.960000,0 days 00:00:39.934000,289.0,265.0,247.0,20,14,9,1,0,0
tsunoda,alphatauri,17,Singapore Grand Prix,2022,0 days 00:01:46.081000,0 days 00:01:45.211000,0 days 00:02:01.679000,0 days 00:01:46.621000,0 days 00:01:46.095000,0 days 00:02:02.425000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,10.0,0 days 00:01:51.983000,0 days 00:00:29.452000,0 days 00:00:42.774000,0 days 00:00:39.757000,0.0,265.0,250.0,10,15,0,0,1,0
ocon,alpine,17,Singapore Grand Prix,2022,0 days 00:01:44.736000,0 days 00:01:43.412000,0 days 00:02:00.911000,0 days 00:01:46.157000,0 days 00:01:44.501600,0 days 00:02:01.564333333,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,18.0,0 days 00:01:56.337000,0 days 00:00:30.589000,0 days 00:00:45.499000,0 days 00:00:40.249000,286.0,260.0,240.0,17,16,2,0,1,0
albon,williams,17,Singapore Grand Prix,2022,0 days 00:01:46.119000,0 days 00:01:45.144000,0 days 00:02:01.907000,0 days 00:01:46.119000,0 days 00:01:46.242750,0 days 00:02:02.838666666,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,19.0,0 days 00:01:56.985000,0 days 00:00:30.493000,0 days 00:00:45.748000,0 days 00:00:40.744000,291.0,266.0,244.0,18,17,3,0,1,0
alonso,alpine,17,Singapore Grand Prix,2022,0 days 00:01:45.336000,0 days 00:01:43.520000,0 days 00:01:59.429000,0 days 00:01:46.605600,0 days 00:01:44.183250,0 days 00:02:00.758333333,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,5.0,0 days 00:01:49.966000,0 days 00:00:29.388000,0 days 00:00:41.723000,0 days 00:00:38.855000,288.0,263.0,248.0,5,18,0,0,1,0
zhou,alfa,17,Singapore Grand Prix,2022,0 days 00:01:46.408000,0 days 00:01:44.524000,0 days 00:02:02.599000,0 days 00:01:47.295666666,0 days 00:01:46.129000,0 days 00:02:02.599000,0,29.633333333333333,36.8,1.6,0.8777777777777778,0,29.355555555555554,33.22222222222222,0.8,0.5777777777777778,1,26.04444444444444,28.8,1.3,0.9111111111111112,0,26.8,27.7125,1.2,0.5375,1,26.20384615384616,28.857692307692307,1.6,0.8846153846153848,15.0,0 days 00:01:55.518000,0 days 00:00:30.570000,0 days 00:00:45.174000,0 days 00:00:39.631000,286.0,261.0,245.0,14,20,0,0,1,0
max_verstappen,red_bull,18,Japanese Grand Prix,2022,0 days 00:01:43.362000,0 days 00:01:42.786000,0 days 00:01:30.671000,0 days 00:01:43.710500,0 days 00:01:45.481333333,0 days 00:01:31.345666666,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,1.0,0 days 00:01:29.304000,0 days 00:00:31.116000,0 days 00:00:40.406000,0 days 00:00:17.782000,283.0,304.0,267.0,1,1,1,0,0,0
perez,red_bull,18,Japanese Grand Prix,2022,0 days 00:01:44.234000,0 days 00:01:42.834000,0 days 00:01:31.514000,0 days 00:01:45.241000,0 days 00:01:45.436875,0 days 00:01:32.159750,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,4.0,0 days 00:01:29.709000,0 days 00:00:31.373000,0 days 00:00:40.433000,0 days 00:00:17.903000,281.0,303.0,266.0,4,2,3,0,0,0
leclerc,ferrari,18,Japanese Grand Prix,2022,0 days 00:01:42.634000,0 days 00:01:44.709000,0 days 00:01:30.980000,0 days 00:01:42.634000,0 days 00:01:45.262750,0 days 00:01:31.418000,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,2.0,0 days 00:01:29.314000,0 days 00:00:31.149000,0 days 00:00:40.166000,0 days 00:00:17.999000,281.0,300.0,262.0,2,3,2,0,0,0
ocon,alpine,18,Japanese Grand Prix,2022,0 days 00:01:43.022000,0 days 00:01:43.884000,0 days 00:01:31.750000,0 days 00:01:43.644500,0 days 00:01:44.337666666,0 days 00:01:32.680000,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,5.0,0 days 00:01:30.165000,0 days 00:00:31.333000,0 days 00:00:40.786000,0 days 00:00:18.046000,279.0,300.0,265.0,5,4,3,0,0,0
hamilton,mercedes,18,Japanese Grand Prix,2022,0 days 00:01:44.558000,0 days 00:01:42.170000,0 days 00:01:31.589000,0 days 00:01:44.558000,0 days 00:01:43.916500,0 days 00:01:33.150750,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,6.0,0 days 00:01:30.261000,0 days 00:00:31.321000,0 days 00:00:40.766000,0 days 00:00:18.174000,275.0,294.0,263.0,6,5,3,0,0,0
alonso,alpine,18,Japanese Grand Prix,2022,0 days 00:01:42.248000,0 days 00:01:43.533000,0 days 00:01:31.320000,0 days 00:01:42.248000,0 days 00:01:45.001000,0 days 00:01:32.715250,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,7.0,0 days 00:01:30.322000,0 days 00:00:31.455000,0 days 00:00:40.707000,0 days 00:00:18.160000,279.0,300.0,263.0,7,7,7,0,0,0
russell,mercedes,18,Japanese Grand Prix,2022,0 days 00:01:46.103000,0 days 00:01:41.935000,0 days 00:01:31.530000,0 days 00:01:46.625500,0 days 00:01:44.550571428,0 days 00:01:33.532000,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,8.0,0 days 00:01:30.389000,0 days 00:00:31.474000,0 days 00:00:40.730000,0 days 00:00:18.185000,274.0,295.0,263.0,8,8,7,0,0,0
norris,mclaren,18,Japanese Grand Prix,2022,0 days 00:01:43.889000,0 days 00:01:45.885000,0 days 00:01:31.747000,0 days 00:01:43.889000,0 days 00:01:46.028666666,0 days 00:01:33.971666666,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,10.0,0 days 00:01:31.003000,0 days 00:00:31.427000,0 days 00:00:41.017000,0 days 00:00:18.029000,278.0,298.0,263.0,10,10,5,0,0,0
ricciardo,mclaren,18,Japanese Grand Prix,2022,0 days 00:01:44.486000,0 days 00:01:46.030000,0 days 00:01:31.860000,0 days 00:01:44.550500,0 days 00:01:46.030000,0 days 00:01:34.161800,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,11.0,0 days 00:01:30.659000,0 days 00:00:31.565000,0 days 00:00:40.938000,0 days 00:00:18.156000,279.0,298.0,263.0,11,11,6,0,0,0
stroll,aston_martin,18,Japanese Grand Prix,2022,0 days 00:01:44.570000,0 days 00:01:46.776000,0 days 00:01:31.838000,0 days 00:01:45.471500,0 days 00:01:46.871000,0 days 00:01:32.907750,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,19.0,0 days 00:01:31.419000,0 days 00:00:31.755000,0 days 00:00:41.402000,0 days 00:00:18.262000,276.0,296.0,261.0,19,12,8,0,0,0
tsunoda,alphatauri,18,Japanese Grand Prix,2022,0 days 00:01:46.192000,0 days 00:01:45.257000,0 days 00:01:32.377000,0 days 00:01:46.388000,0 days 00:01:45.740333333,0 days 00:01:33.580833333,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,13.0,0 days 00:01:30.808000,0 days 00:00:31.787000,0 days 00:00:40.879000,0 days 00:00:18.142000,281.0,301.0,265.0,13,13,6,0,0,0
kevin_magnussen,haas,18,Japanese Grand Prix,2022,0 days 00:01:43.258000,0 days 00:01:43.187000,0 days 00:01:32.290000,0 days 00:01:43.258000,0 days 00:01:44.123500,0 days 00:01:33.985250,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,18.0,0 days 00:01:31.352000,0 days 00:00:31.765000,0 days 00:00:41.227000,0 days 00:00:18.360000,276.0,296.0,261.0,18,14,7,0,0,0
bottas,alfa,18,Japanese Grand Prix,2022,0 days 00:01:43.969000,0 days 00:01:43.733000,0 days 00:01:31.971000,0 days 00:01:44.551500,0 days 00:01:44.870800,0 days 00:01:32.977400,1,15.788888888888888,20.077777777777776,2.4,1.2000000000000002,1,15.800000000000002,18.941666666666663,2.0,1.1749999999999998,0,21.222222222222214,29.788888888888884,4.3,3.3666666666666667,0,19.8625,26.5375,3.9,2.9875000000000003,1,16.75384615384615,19.96923076923077,3.4,2.0615384615384618,12.0,0 days 00:01:30.709000,0 days 00:00:31.723000,0 days 00:00:40.981000,0 days 00:00:18.005000,276.0,295.0,266.0,12,15,6,0,0,0
