driver_id,constructor_id,race_id,race_name,season,fp1_best_time,fp2_best_time,fp3_best_time,fp1_avg_time,fp2_avg_time,fp3_avg_time,rain_fp1,avg_airtemp_fp1,avg_tracktemp_fp1,high_windspeed_fp1,avg_windspeed_fp1,rain_fp2,avg_airtemp_fp2,avg_tracktemp_fp2,high_windspeed_fp2,avg_windspeed_fp2,rain_fp3,avg_airtemp_fp3,avg_tracktemp_fp3,high_windspeed_fp3,avg_windspeed_fp3,rain_quali,avg_airtemp_quali,avg_tracktemp_quali,high_windspeed_quali,avg_windspeed_quali,rain_race,avg_airtemp_race,avg_tracktemp_race,high_windspeed_race,avg_windspeed_race,qual_position,qual_time,sect1,sect2,sect3,speed1,speed2,speedfl,race_startposition,race_endposition,race_overtakes_made,fastest_lap,dnf,dotd
hamilton,mercedes,4,Spanish Grand Prix,2021,0 days 00:01:18.627000,0 days 00:01:18.170000,0 days 00:01:18.070000,0 days 00:01:19.720600,0 days 00:01:18.580500,0 days 00:01:18.167250,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,1.0,0 days 00:01:16.741000,0 days 00:00:21.798000,0 days 00:00:28.543000,0 days 00:00:26.400000,287.0,304.0,285.0,1,1,3,0,0,1
max_verstappen,red_bull,4,Spanish Grand Prix,2021,0 days 00:01:18.537000,0 days 00:01:18.785000,0 days 00:01:17.835000,0 days 00:01:19.724571428,0 days 00:01:18.888000,0 days 00:01:18.429666666,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,2.0,0 days 00:01:16.777000,0 days 00:00:21.759000,0 days 00:00:28.723000,0 days 00:00:26.295000,288.0,305.0,284.0,2,2,2,1,0,0
bottas,mercedes,4,Spanish Grand Prix,2021,0 days 00:01:18.504000,0 days 00:01:18.309000,0 days 00:01:18.423000,0 days 00:01:20.800250,0 days 00:01:18.603250,0 days 00:01:18.644000,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,3.0,0 days 00:01:16.873000,0 days 00:00:21.832000,0 days 00:00:28.612000,0 days 00:00:26.429000,282.0,304.0,285.0,3,3,5,0,0,0
leclerc,ferrari,4,Spanish Grand Prix,2021,0 days 00:01:18.996000,0 days 00:01:18.335000,0 days 00:01:18.308000,0 days 00:01:20.729250,0 days 00:01:19.152000,0 days 00:01:18.788250,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,4.0,0 days 00:01:17.510000,0 days 00:00:21.880000,0 days 00:00:28.822000,0 days 00:00:26.808000,287.0,302.0,278.0,4,4,2,0,0,0
perez,red_bull,4,Spanish Grand Prix,2021,0 days 00:01:19.349000,0 days 00:01:18.918000,0 days 00:01:18.606000,0 days 00:01:20.356800,0 days 00:01:19.418333333,0 days 00:01:19.486400,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,8.0,0 days 00:01:17.701000,0 days 00:00:21.883000,0 days 00:00:29.082000,0 days 00:00:26.704000,289.0,306.0,281.0,8,5,4,0,0,0
ricciardo,mclaren,4,Spanish Grand Prix,2021,0 days 00:01:19.732000,0 days 00:01:19.195000,0 days 00:01:18.582000,0 days 00:01:21.168500,0 days 00:01:20.011333333,0 days 00:01:19.856000,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,7.0,0 days 00:01:17.622000,0 days 00:00:21.773000,0 days 00:00:29.067000,0 days 00:00:26.782000,286.0,303.0,285.0,7,6,6,0,0,0
sainz,ferrari,4,Spanish Grand Prix,2021,0 days 00:01:19.020000,0 days 00:01:18.674000,0 days 00:01:18.410000,0 days 00:01:20.527000,0 days 00:01:19.632000,0 days 00:01:19.193750,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,6.0,0 days 00:01:17.620000,0 days 00:00:21.942000,0 days 00:00:28.908000,0 days 00:00:26.770000,288.0,302.0,279.0,6,7,7,0,0,0
norris,mclaren,4,Spanish Grand Prix,2021,0 days 00:01:18.944000,0 days 00:01:19.092000,0 days 00:01:18.494000,0 days 00:01:20.643500,0 days 00:01:19.645500,0 days 00:01:19.480250,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,9.0,0 days 00:01:18.010000,0 days 00:00:21.830000,0 days 00:00:29.021000,0 days 00:00:26.845000,287.0,302.0,287.0,9,8,8,0,0,0
ocon,alpine,4,Spanish Grand Prix,2021,0 days 00:01:19.681000,0 days 00:01:18.466000,0 days 00:01:18.700000,0 days 00:01:21.250750,0 days 00:01:19.317400,0 days 00:01:19.563600,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,5.0,0 days 00:01:17.580000,0 days 00:00:21.861000,0 days 00:00:29.087000,0 days 00:00:26.632000,286.0,304.0,286.0,5,9,4,0,0,0
gasly,alphatauri,4,Spanish Grand Prix,2021,0 days 00:01:19.062000,0 days 00:01:18.593000,0 days 00:01:18.535000,0 days 00:01:20.784000,0 days 00:01:19.528600,0 days 00:01:19.332000,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,12.0,0 days 00:01:17.982000,0 days 00:00:22.037000,0 days 00:00:29.002000,0 days 00:00:26.943000,287.0,306.0,284.0,12,10,13,0,0,0
stroll,aston_martin,4,Spanish Grand Prix,2021,0 days 00:01:19.429000,0 days 00:01:19.134000,0 days 00:01:18.877000,0 days 00:01:21.012000,0 days 00:01:19.949000,0 days 00:01:19.758500,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,11.0,0 days 00:01:17.974000,0 days 00:00:21.925000,0 days 00:00:29.081000,0 days 00:00:26.968000,284.0,297.0,285.0,11,11,8,0,0,0
russell,williams,4,Spanish Grand Prix,2021,0,0 days 00:01:19.957000,0 days 00:01:19.005000,0,0 days 00:01:20.903333333,0 days 00:01:19.444750,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,15.0,0 days 00:01:19.154000,0 days 00:00:21.913000,0 days 00:00:29.401000,0 days 00:00:27.131000,283.0,301.0,285.0,15,14,17,0,0,0
alonso,alpine,4,Spanish Grand Prix,2021,0 days 00:01:19.950000,0 days 00:01:18.518000,0 days 00:01:18.662000,0 days 00:01:21.759300,0 days 00:01:19.118600,0 days 00:01:20.271857142,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,10.0,0 days 00:01:18.147000,0 days 00:00:21.928000,0 days 00:00:29.124000,0 days 00:00:26.914000,284.0,302.0,282.0,10,17,7,0,0,0
tsunoda,alphatauri,4,Spanish Grand Prix,2021,0 days 00:01:19.669000,0 days 00:01:18.619000,0 days 00:01:18.673000,0 days 00:01:21.124000,0 days 00:01:19.432500,0 days 00:01:20.059166666,0,21.85,35.525,0.6,0.35,0,20.944444444444443,41.07777777777778,0.6,0.3888888888888889,0,23.966666666666665,39.28888888888889,0.7,0.3444444444444444,0,25.11111111111111,44.78888888888889,0.7,0.5333333333333333,0,22.153846153846157,32.86153846153846,0.8,0.4461538461538461,16.0,0 days 00:01:18.556000,0 days 00:00:22.094000,0 days 00:00:29.369000,0 days 00:00:27.093000,288.0,304.0,283.0,16,20,2,0,1,0
max_verstappen,red_bull,5,Monaco Grand Prix,2021,0 days 00:01:12.648000,0 days 00:01:12.081000,0 days 00:01:11.294000,0 days 00:01:13.720636363,0 days 00:01:13.569500,0 days 00:01:11.886571428,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,2.0,0 days 00:01:10.576000,0 days 00:00:18.472000,0 days 00:00:33.349000,0 days 00:00:18.755000,222.0,207.0,270.0,2,1,1,0,0,0
sainz,ferrari,5,Monaco Grand Prix,2021,0 days 00:01:12.606000,0 days 00:01:11.796000,0 days 00:01:11.341000,0 days 00:01:13.359500,0 days 00:01:13.675875,0 days 00:01:12.171700,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,4.0,0 days 00:01:10.611000,0 days 00:00:18.443000,0 days 00:00:33.084000,0 days 00:00:19.084000,222.0,208.0,268.0,4,2,3,0,0,0
norris,mclaren,5,Monaco Grand Prix,2021,0 days 00:01:13.236000,0 days 00:01:12.379000,0 days 00:01:11.988000,0 days 00:01:14.507400,0 days 00:01:13.381800,0 days 00:01:12.884833333,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,5.0,0 days 00:01:10.620000,0 days 00:00:18.633000,0 days 00:00:33.219000,0 days 00:00:18.768000,224.0,210.0,273.0,5,3,3,0,0,0
perez,red_bull,5,Monaco Grand Prix,2021,0 days 00:01:12.487000,0 days 00:01:12.708000,0 days 00:01:11.817000,0 days 00:01:13.756200,0 days 00:01:13.301857142,0 days 00:01:12.209000,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,9.0,0 days 00:01:11.573000,0 days 00:00:18.670000,0 days 00:00:33.417000,0 days 00:00:18.932000,222.0,206.0,269.0,9,4,5,0,0,0
gasly,alphatauri,5,Monaco Grand Prix,2021,0 days 00:01:12.929000,0 days 00:01:12.498000,0 days 00:01:12.357000,0 days 00:01:14.149846153,0 days 00:01:13.646222222,0 days 00:01:12.893250,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,6.0,0 days 00:01:10.900000,0 days 00:00:18.744000,0 days 00:00:33.171000,0 days 00:00:18.985000,223.0,204.0,269.0,6,6,2,0,0,0
hamilton,mercedes,5,Monaco Grand Prix,2021,0 days 00:01:12.995000,0 days 00:01:12.074000,0 days 00:01:12.020000,0 days 00:01:14.609222222,0 days 00:01:12.561500,0 days 00:01:12.512333333,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,7.0,0 days 00:01:11.095000,0 days 00:00:18.689000,0 days 00:00:33.263000,0 days 00:00:19.143000,222.0,208.0,268.0,7,7,2,1,0,0
stroll,aston_martin,5,Monaco Grand Prix,2021,0 days 00:01:14.090000,0 days 00:01:13.195000,0 days 00:01:12.700000,0 days 00:01:14.978111111,0 days 00:01:14.002800,0 days 00:01:13.127142857,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,13.0,0 days 00:01:11.600000,0 days 00:00:18.871000,0 days 00:00:33.785000,0 days 00:00:18.944000,218.0,203.0,272.0,13,8,4,0,0,0
ocon,alpine,5,Monaco Grand Prix,2021,0 days 00:01:14.320000,0 days 00:01:13.199000,0 days 00:01:13.614000,0 days 00:01:15.142545454,0 days 00:01:13.946400,0 days 00:01:14.005833333,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,11.0,0 days 00:01:11.486000,0 days 00:00:18.820000,0 days 00:00:33.603000,0 days 00:00:19.063000,220.0,208.0,269.0,11,9,4,0,0,0
ricciardo,mclaren,5,Monaco Grand Prix,2021,0 days 00:01:14.281000,0 days 00:01:13.257000,0 days 00:01:12.959000,0 days 00:01:14.922285714,0 days 00:01:14.053428571,0 days 00:01:13.647000,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,12.0,0 days 00:01:11.598000,0 days 00:00:18.910000,0 days 00:00:33.743000,0 days 00:00:18.945000,218.0,208.0,275.0,12,12,4,0,0,0
alonso,alpine,5,Monaco Grand Prix,2021,0 days 00:01:14.205000,0 days 00:01:13.175000,0 days 00:01:13.329000,0 days 00:01:15.085555555,0 days 00:01:13.949250,0 days 00:01:13.641833333,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,17.0,0 days 00:01:12.205000,0 days 00:00:19.098000,0 days 00:00:33.784000,0 days 00:00:19.323000,221.0,203.0,268.0,17,13,4,0,0,0
russell,williams,5,Monaco Grand Prix,2021,0 days 00:01:14.840000,0 days 00:01:13.509000,0 days 00:01:13.447000,0 days 00:01:15.336625,0 days 00:01:14.031000,0 days 00:01:13.931666666,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,15.0,0 days 00:01:11.830000,0 days 00:00:18.810000,0 days 00:00:33.790000,0 days 00:00:19.230000,220.0,206.0,274.0,15,14,3,0,0,0
tsunoda,alphatauri,5,Monaco Grand Prix,2021,0 days 00:01:13.746000,0 days 00:01:14.829000,0 days 00:01:13.522000,0 days 00:01:14.819600,0 days 00:01:15.009666666,0 days 00:01:14.069888888,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,16.0,0 days 00:01:12.096000,0 days 00:00:19.058000,0 days 00:00:33.774000,0 days 00:00:19.264000,221.0,201.0,270.0,16,16,3,0,0,0
bottas,mercedes,5,Monaco Grand Prix,2021,0 days 00:01:13.131000,0 days 00:01:12.107000,0 days 00:01:11.765000,0 days 00:01:14.770900,0 days 00:01:13.041000,0 days 00:01:12.126600,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,3.0,0 days 00:01:10.601000,0 days 00:00:18.599000,0 days 00:00:33.041000,0 days 00:00:18.961000,225.0,210.0,271.0,3,19,2,0,1,0
leclerc,ferrari,5,Monaco Grand Prix,2021,0,0 days 00:01:11.684000,0 days 00:01:11.552000,0,0 days 00:01:13.236200,0 days 00:01:12.012000,0,20.2,39.0,0.3,0.2222222222222222,0,22.15,48.0625,0.3,0.15,0,18.525,28.5125,0.5,0.2749999999999999,0,18.75,32.85,0.3,0.2,0,20.785714285714285,37.42857142857143,0.5,0.3071428571428571,1.0,0 days 00:01:10.346000,0 days 00:00:18.612000,0 days 00:00:32.983000,0 days 00:00:18.751000,223.0,208.0,269.0,1,20,0,0,1,0
perez,red_bull,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.630000,0 days 00:01:42.115000,0 days 00:01:42.595000,0 days 00:01:45.464750,0 days 00:01:45.567545454,0 days 00:01:44.213600,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,7.0,0 days 00:01:41.917000,0 days 00:00:35.534000,0 days 00:00:40.720000,0 days 00:00:25.376000,229.0,229.0,327.0,6,1,5,0,0,0
gasly,alphatauri,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.757000,0 days 00:01:42.534000,0 days 00:01:42.251000,0 days 00:01:45.298333333,0 days 00:01:44.283000,0 days 00:01:43.410666666,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,4.0,0 days 00:01:41.565000,0 days 00:00:35.432000,0 days 00:00:40.598000,0 days 00:00:25.535000,240.0,244.0,326.0,4,3,5,0,0,0
leclerc,ferrari,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.227000,0 days 00:01:42.436000,0 days 00:01:42.778000,0 days 00:01:45.356000,0 days 00:01:44.259500,0 days 00:01:43.305000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,1.0,0 days 00:01:41.218000,0 days 00:00:35.502000,0 days 00:00:40.555000,0 days 00:00:25.161000,236.0,230.0,331.0,1,4,6,0,0,0
norris,mclaren,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.996000,0 days 00:01:43.018000,0 days 00:01:43.011000,0 days 00:01:45.318000,0 days 00:01:45.460750,0 days 00:01:44.204400,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,6.0,0 days 00:01:41.747000,0 days 00:00:35.652000,0 days 00:00:40.641000,0 days 00:00:25.454000,230.0,235.0,324.0,9,5,9,0,0,0
alonso,alpine,6,Azerbaijan Grand Prix,2021,0 days 00:01:44.777000,0 days 00:01:42.693000,0 days 00:01:43.080000,0 days 00:01:45.865444444,0 days 00:01:44.839000,0 days 00:01:44.573000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,9.0,0 days 00:01:42.327000,0 days 00:00:35.676000,0 days 00:00:41.076000,0 days 00:00:25.443000,222.0,239.0,330.0,8,6,7,0,0,0
tsunoda,alphatauri,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.384000,0 days 00:01:43.130000,0 days 00:01:43.244000,0 days 00:01:46.831833333,0 days 00:01:43.996600,0 days 00:01:43.919857142,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,8.0,0 days 00:01:42.211000,0 days 00:00:35.627000,0 days 00:00:40.768000,0 days 00:00:25.259000,243.0,233.0,331.0,7,7,6,0,0,0
sainz,ferrari,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.521000,0 days 00:01:42.243000,0 days 00:01:43.006000,0 days 00:01:44.831200,0 days 00:01:44.911666666,0 days 00:01:44.191600,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,5.0,0 days 00:01:41.576000,0 days 00:00:35.485000,0 days 00:00:40.672000,0 days 00:00:25.419000,238.0,231.0,325.0,5,8,7,0,0,0
ricciardo,mclaren,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.732000,0 days 00:01:43.298000,0 days 00:01:43.557000,0 days 00:01:45.927666666,0 days 00:01:43.596000,0 days 00:01:44.432500,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,13.0,0 days 00:01:42.558000,0 days 00:00:35.646000,0 days 00:00:41.218000,0 days 00:00:25.440000,220.0,224.0,326.0,13,9,7,0,0,0
bottas,mercedes,6,Azerbaijan Grand Prix,2021,0 days 00:01:44.891000,0 days 00:01:44.184000,0 days 00:01:43.745000,0 days 00:01:46.091000,0 days 00:01:44.942666666,0 days 00:01:45.188500,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,10.0,0 days 00:01:42.659000,0 days 00:00:35.735000,0 days 00:00:41.094000,0 days 00:00:25.277000,230.0,243.0,325.0,10,12,9,0,0,0
hamilton,mercedes,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.893000,0 days 00:01:43.156000,0 days 00:01:42.697000,0 days 00:01:45.166500,0 days 00:01:45.564666666,0 days 00:01:44.728750,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,2.0,0 days 00:01:41.450000,0 days 00:00:35.533000,0 days 00:00:40.683000,0 days 00:00:25.234000,236.0,246.0,333.0,2,15,3,0,0,0
russell,williams,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.452000,0 days 00:01:44.557000,0 days 00:01:44.434000,0 days 00:01:46.400333333,0 days 00:01:45.065250,0 days 00:01:45.104000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,15.0,0 days 00:01:42.758000,0 days 00:00:36.133000,0 days 00:00:41.321000,0 days 00:00:25.274000,217.0,227.0,330.0,15,17,6,0,1,0
max_verstappen,red_bull,6,Azerbaijan Grand Prix,2021,0 days 00:01:43.184000,0 days 00:01:42.216000,0 days 00:01:43.984000,0 days 00:01:44.590750,0 days 00:01:45.826625,0 days 00:01:44.441000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,3.0,0 days 00:01:41.563000,0 days 00:00:35.635000,0 days 00:00:40.592000,0 days 00:00:25.336000,228.0,232.0,325.0,3,18,4,1,1,0
stroll,aston_martin,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.234000,0 days 00:01:43.812000,0 days 00:01:43.682000,0 days 00:01:46.260000,0 days 00:01:44.975000,0 days 00:01:44.182000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,19.0,0,0,0,0,0.0,0.0,0.0,19,19,8,0,1,0
ocon,alpine,6,Azerbaijan Grand Prix,2021,0 days 00:01:45.446000,0 days 00:01:43.020000,0 days 00:01:43.294000,0 days 00:01:46.942625,0 days 00:01:44.483600,0 days 00:01:44.789000,0,26.9125,49.1625,0.5,0.3,0,27.4125,47.1125,0.5,0.3249999999999999,0,28.25,54.0125,0.4,0.25,0,26.14,47.69,0.5,0.3199999999999999,0,24.127777777777776,38.43888888888889,0.6,0.3166666666666666,12.0,0 days 00:01:42.273000,0 days 00:00:35.842000,0 days 00:00:41.104000,0 days 00:00:25.327000,223.0,227.0,331.0,12,20,0,0,1,0
